,県名,料理名,説明
96,宮城県,どんこ汁,ドンコは、エゾイソアイナメ、チゴダラの別名で、秋から冬にかけて旬を迎える魚である。 宮城県内では主に石巻港と気仙沼港で水揚げされ、漁獲量は年々減っている。口が大きく腹が膨れ、尾にかけて細くなることから、「大きな口からたくさん入って、小さな尻から出ていきにくい」として、お金が貯まる縁起魚ともいわれている。それゆえ、気仙沼地方では大漁、商売繁盛を祈願してえびす講の日に神棚につるし、それを汁にして食べる風習がある。 ドンコは冬になると身が締まり、肝も脂がのって一段と美味しくなり、身と骨が柔らかであるのが特徴。白身で身にも皮にもクセがなく、タラのような上品な味わいがある。身よりも肝のほうが好まれる傾向にあり、三陸地方では古くからなめろう、丸焼き、から揚げ、鍋や汁物にして食されてきたが、いずれの料理にも肝は濃厚な風味を与えてくれる。 「どんこ汁」は、味噌と相性の良いドンコをたっぷりと用いた冬の味覚。体を芯から温める郷土料理として、沿岸部を中心によく食されている。つくり方は各家庭によってさまざまだが、大根、人参などの野菜、豆腐と一緒に調理されることが多い。
97,宮城県,みょうがの葉焼き,みょうがは本州から沖縄まで自生する多年草で、しょうがの仲間。花も茎も香味野菜として古くから親しまれているが、食用に栽培しているのは日本だけだといわれている。うどんやそばの薬味、きゅうりやなすなどと一緒に浅漬けにするなど、用途はさまざまである。 宮城県では、みょうがの葉が大きくなるころ、農作業の休憩時に子どもたちのおやつとして食べられていたのが「みょうがの葉焼き」である。小麦粉やもち米粉と砂糖、味噌を練ったものをみょうがの葉に包んで焼き、食べるときには葉をはがして食べる。みょうがの葉の香りが移り、風味豊かなおやつとなる。 また、農作業の休憩時以外にも、ご先祖を迎えるお盆の8月13日につくって供え、迎え火でご先祖を迎えたらおさがりを食べる風習がある。 みょうがの葉の香りがさわやかで素朴な甘さがあり、菓子類があまりなかった時代に、おやつとしてよく食べられた。
98,宮城県,あざら,宮城県気仙沼市では新鮮な魚がよくとれる。メヌケは特に冬になると脂がのり旬を迎える。そのメヌケのあらを使用したあざらは昔から庶民の食べ物として親しまれてきた。白菜漬けは、長期漬けこむことで発酵が進み、白菜の酸味が増した古漬けになる。この白菜の古漬けと新鮮なメヌケを酒粕で煮こむことでうま味が凝縮された料理になるという。 尚、今日メヌケの漁獲量が減り値段が高騰しているためか、最近のあざらには大衆魚である赤魚を使用することが多いという。赤魚はうま味のある出汁がよく出ること、脂がのっていることなどメヌケと同様に美味しい魚といえる。
99,宮城県,油麩丼,お盆になると豆腐店は精進料理に使用する油揚げ、豆腐づくりに精を出した。しかしながら今のような冷蔵技術がなかった時代は、油揚げも豆腐もすぐに傷んでしまうのが大きな課題だった。そんな中、明治の末期に登米の豆腐店が考案したのが油麩だった。 小麦粉と水を合わせて練り、それを水ででんぷんを洗い流すとグルテンが残る。 麩は生麩と焼き麩、油麩があるが、生麩はグルテンにもち米粉を合わせて蒸したもの、焼き麩はグルテンに小麦粉を合わせて焼いたもの。油麩は、焼き麩と同じくグルテンに小麦粉を加えたもので、棒状にしたものを油で揚げる。油で揚げているので香ばしく、歯ごたえもあるので、ベジタリアン料理やマクロビ食としても重宝されている。登米地方だけで生産されていたが、全国的にその美味しさが広まると、登米以外でも大量に生産されるようになった。 油麩丼はその油麩を使った代表的な料理で、地元の旅館のおかみが考案したメニュー。かつ丼のかつの代わりに油麩を使用するもので、油麩の風味が存分に生かされている。「B-1グランプリ」にも参加したことで、全国的にも知られている。
100,宮城県,いちじくの甘露煮,いちじくは、紀元前からある果物で、日本には「中国を経て長崎に伝来した」と言う説があり、また薬用として用いられていたそうである。明治時代にアメリカから桝井氏が導入し現在約8割が「桝井ドーフィン」の品種が販売されているそうである。ぷちぷちとした食感と甘みが好まれ、世界中で食されている。欧米や中東ではドライフルーツに加工されることも多い。 「不老不死の果物」ともいわれるほど栄養価が高く、食物繊維や塩分を輩出する効能があるカリウム、骨の形成に必要なカルシウム、貧血予防には欠かせない鉄分を多く含む。 宮城県での旬の時期は9月から10月にかけてで、主な産地は県南地区である。主に加工用の青いいちじく「ブルンスウィック」が栽培されており、この種を栽培しているのは、宮城県と福島県、山形県、秋田県の一部でのみである。 全国的には完熟したいちじくを生で食したり、料理に使用したりするが、宮城県では加工用が主に栽培されていることからも分かるように、甘露煮にするのが一般的である。各家庭でつくられる甘露煮は、水と砂糖とレモン汁だけでコトコト煮詰めた、シンプルなもの。かつてはたくさんつくって瓶詰などにして、ご近所や友人にふるまうことも多かった。
101,宮城県,いわなの塩焼き,イワナは清らかな水が流れる源流地帯の上流域にのみ生息する魚。なかなか釣ることが難しいこのイワナを、日本で初めて養殖したのが宮城県である。清らかな水で育てられた養殖イワナは臭みがまったくなく、甘味のある身が特長となっている。皮も柔らかく、シンプルに塩焼きにして食べるのが王道。古くから庶民の味として親しまれている。 また、宮城県では生食用イワナの開発を始め、2013年、水産技術総合センター内水面水産試験場では、宮城県固有の原種イワナを使った「伊達いわな」の開発に成功。現在、イワナ養殖発祥の地である栗原市をはじめ、大和町や白石市などでも「伊達いわな」を養殖している。 「伊達いわな」は卵を持たないように改良され、産卵期の成長停滞や身質低下が起こらない。そのため、2～3年で体長約50cm、体重約1kgの大型に成長する。厳しいブランド管理指針で管理されており、800g以上に育った大型のイワナだけが「伊達いわな」と名乗ることができる。 生食用の出荷を目的に開発された「伊達いわな」は、生産環境やエサを厳重管理されており、川魚特有のクセがない。そのため、刺身などの生食用のほか、高品質な白身で身幅も広いことから、和洋中問わず幅広い料理に使用されている。
102,宮城県,柿なます,昔から「柿が赤くなると医者が青くなる」ということわざがあるように、柿にはビタミンA、C、葉酸、カリウムなど、栄養素が豊富に含まれ特にビタミンCはレモンの2倍以上も含まれているといわれている。その柿を干し柿にすると、糖分のほか、ビタミンAや葉酸などが濃縮される。 宮城県は、南部の丸森町や白石市を中心に、秋から冬にかけて上質の干し柿がつくられている。その干し柿は「ころ柿」と呼ばれ、蜂屋柿（はちやがき）という品種の渋柿の皮をむいて、へたの部分をひもにつるし、寒風にさらしてつくる。厳しい寒さにさらされて、甘みを蓄えた「ころ柿」を正月料理に取り入れたのが「柿なます」である。 正月のおせちに欠かせないなますは、大根に人参をとり合わせた紅白なますが一般的である。その紅白なますに干し柿を入れたものが、宮城県で食べられている「柿なます」である。 大根にはビタミンCのほかに、消化を助けるジアスターゼが豊富に含まれており、しゃきっとした歯ざわり、さっぱりした食感は、餅を食べる正月料理に欠かせないものとなっている。
103,宮城県,がんづき,雁（がん）の肉に似ていることからその名がついたといわれる「がんづき」は、宮城県民にとってはおなじみのおやつ。小麦粉、ベーキングパウダー、黒砂糖、水だけでつくるシンプルな蒸しパンである。ふんわりしつつも、しっかりした食べ応えがあるのが特徴で、手づくり感覚あふれる素朴な郷土菓子となっている。 日常の気取らないおやつや軽食のほか、農作業の合間には小腹を満たすために食された。また、子どもたちのおやつとしてもよく食された。黒砂糖噌を使用するため、茶色系の蒸しパンで、「黒がん」と称されている。地域によっては小麦粉と黒砂糖、卵などを主原料に、重曹、酢を加え、クルミやゴマ、醤油、味噌などをいれ蒸し上げてつくる地域もある。この色の濃いふわふわした「黒がんづき」に対して、白砂糖を用いて牛乳を加えてつくる、ういろうのようなの「白がんづき・白がん」がある。 宮城県だけでなく、岩手県でも同じようにおやつとして食べられている。
104,宮城県,きしゃず炒り,きらず炒り、きしゃず炒りともいわれる伝統の郷土料理。きらずとは、豆腐をつくったときの搾りかすであるおからの別称。その見た目から「雪花菜」と言う字があてられ「きらず」となったともいわれている。また、おからは切らずとも使える食材であることから「きらず」といわれたという説もある。 きらずはたんぱく質、カルシウム、カリウム、食物繊維に富んでいる。食物繊維量は、100g中11.5gも含有し、ごぼうが持つ食物繊維の約2倍に当たる。また、きらずの食物繊維は、「セルロース」という水に溶けないタイプのもので、腸のぜん動運動を促すといわれている。便秘の解消にもなることから、大腸ガンの予防やダイエットにも効果があるといわれ、ヘルシーな食材として大きな注目を集めている。 きらず炒りは、この「きらず」を野菜、きのこ類と一緒に炒ったもの。野菜だけでなく、肉類や魚介類を入れてつくることもある。地方によっては「卯の花」と呼ばれている。
105,宮城県,呉汁,大豆は「畑の肉」と称され、必須アミノ酸がバランスよく含まれた良質なタンパク質を豊富に含んでいる。また、ビタミン類やミネラル、イソフラボン、サポニン、食物繊維などの栄養素や機能性成分が小さい粒の中にぎっしりと入っており、古来から日本人の生活を支えてきた食材である。 宮城県は大豆の栽培面積が北海道についで第2位の産地である。県内ではミヤギシロメをはじめタンレイ、タチナガハなどが栽培されている。農家が生産した大豆は、味噌や納豆、豆腐などに加工されてきた。 大豆を使用した郷土料理は、日本全国にあるが、その中でも好んで食べられているのが、「呉汁」である。大豆を水に浸し、すりつぶしたものを「呉（ご）」または「醐」という。呉汁は、その呉をみそ汁に入れたものを指す。 収穫された大豆は秋から冬にかけて出回り、大豆といろいろな野菜の入った呉汁は、栄養価の高い料理だ。また、体が温まることからも、冬場の郷土料理として日本各地で昔から親しまれている。
106,宮城県,サンマのきがき,気仙沼の本吉地方では、昔からカツオの魚群が沿岸近くまで回遊し、大量に水揚げされていた。大抵は塩蔵ガツオとして流通していたが、その塩蔵カツオの漬け汁を「きがき」と呼んだ。この漬け汁を樽に入れて調味料として売り歩いていた業者がおり、それで大根などを煮るととても美味しいと評判になった。 「きがき」は秋田のしょつるやタイのナンプラーと同じ魚醤の一種で、当時は画期的な調味料だった。その後、イカの塩辛や塩漬けの魚をだしに大根を煮たものを「きがき」と呼ぶようになり、サンマなどの鮮魚も煮るようになった。かつては家庭の調味料といえば、自家製の味噌と塩、酢くらいだったので祝い事があれば、味噌を漉した「みそだれ」を醤油の代用品としていた。 明治時代になると、醤油は地方でも販売されるようになり、醸造業も発達した。しかしながら醤油は高価なためもっぱら祝い事や来客用だったという。 現代では、魚醤ではなく醤油でサンマを煮つける。
107,宮城県,サンマのすり身汁,サンマは、金華山沖を代表する魚で、古くから秋の味覚として親しまれてきた。サンマは南の海で生まれて北上し、北の海でえさを食べて産卵のために南下する。北は千島列島から南は沖縄周辺まで南北に移動し、成長する。 サンマの漁期は8月から北海道で始まり、金華山沖では10月から11月に最盛期を迎える。サンマやサバなどの青魚に含まれる魚油中の脂肪酸に多く含まれるIPA（イコサペンタエン酸）やDHA（ドコサヘキサエン酸）は動脈硬化を抑え、心筋梗塞や脳梗塞などの生活習慣病を予防する食品としても注目されている。 庶民の秋の味覚として親しまれているサンマだが、近年は不漁が続き、価格は上がる一方である。 地元では新鮮なものは刺身やすしのネタとして生食される。定番は塩をふったシンプルな塩焼きで、大根おろしを添えて出す。また、すり身もよく食されていて、自分でたたいてすり身にするほか、県内のスーパーマーケットや鮮魚店では秋になるとすり身として販売する。大根や白菜などと一緒に汁物に仕立てたものが「サンマのすり身汁」で、家庭や飲食店、イベントなどでも提供される。
108,宮城県,しそ巻き,しそは、縄文遺跡からも種の化石が出土するほど、古くから日本人に食されてきた食材である。赤しそ、青しそがあり、赤しそは梅干しやきゅうりなどと一緒に漬けこまれる。青しそは「大葉」とも呼ばれ、刺身のつまや香味野菜として重宝されている。 栄養価としては、食物繊維、ビタミンB群、ビタミンC、カリウムやカルシウムなどのミネラルも多く含んでいる。 宮城県は、藩政時代に伊達政宗公が城内に「御塩噌蔵」をつくって「仙台味噌」の製造を推奨し、現代にいたるまで仙台味噌は宮城県を代表する名産品となっている。 その仙台味噌にごまやくるみを入れて練ったものを青しそで包んで揚げたものが「しそ巻」である。その始まりは伊達政宗公である、鳴子で湯治客のためにつくられたという説もある。 もともとはおかずとして食されていたそうだが、砂糖などを加えたことでお茶うけや子どものおやつなどとして広まっていった。また、弁当のおかずとしても一般的である。宮城県ではスーパーマーケットや道の駅などでも通年販売され、多くの人に愛されている。 宮城県だけでなく、岩手県や山形県などでも「しそ巻」は庶民のおやつとして好まれている。
109,宮城県,仙台白菜の漬物,日本で白菜が栽培されるようになったのは明治時代からで、宮城県では日清・日露戦争の凱旋の際に中国から種子を持ち帰った。 大正時代に入ると、日本の白菜の原型のひとつといわれる「松島白菜」が誕生。さらに「松島白菜」をもとに「松島純二号」や「松島新二号」などが育成され、宮城県は白菜出荷量日本一を誇る大産地となった。松島系の白菜は中身が白く柔らくて甘みが強く、「仙台白菜」という名でブランド化し、全国に流通した。しかし、戦後の新しい品種への移行が進み、葉が柔らかく輸送中に傷つきやすい伝統野菜「仙台白菜」の栽培は減少していった。 2011年、東日本大震災による津波で沿岸部の農地は大きなダメージを受けた。塩害の影響が営農再開へ向けて問題となる中、JA全農みやぎが中心となって塩害に比較的強い「仙台白菜」の生産を復活、振興し、消費までの一体的な取り組みをはじめた。 仙台白菜は柔らかく、うま味成分であるアミノ酸を多く含むので、漬物にしたときにつかりやすく、適度な歯ごたえを保ち、漬け込むほどに味がよくなり、おいしさが長持ちするという特徴がある。 かつてはこの仙台白菜の漬物が何よりのおかずとしてよく食されていた。
110,宮城県,たけのこご飯,たけのこは、和食に欠かせない食材で、「古事記」にも記されているほど、古くから食べられていたという記録がある。 現在流通しているたけのこは、主に孟宗竹と呼ばれる中国原産のもので、皮には茶色の毛が生えていて大型で肉厚、身は白く柔らかい。えぐみは少ない方で、甘みを含んだ独特のうま味と歯ごたえがあるのが特徴である。 栄養素としては、塩分を輩出するカリウムや亜鉛などのミネラル、食物繊維を多く含み、またグルタミン酸などのうま味成分も豊富である。低カロリーであることから、ダイエット食品としても注目を集めている。 宮城県内では4月ごろから各地で孟宗竹が顔を出す。主な産地は丸森町や名取市で、ここでは商業用の出荷はもちろん、たけのこ掘り体験などもおこなわれている。 たけのこは県内どこでも収穫され、雨上がりには食べきれないほど獲れるので、農家では田植えの時や行楽でたけのこご飯や煮しめ、味噌和えや味噌汁として食卓に上る。 5月下旬になると、孟宗竹にかわってから竹などが収穫される。 たけのこご飯は、たけのこのアレンジメニューとしては最も一般的であり、宮城県だけでなく日本全国で食されている。
111,宮城県,なす炒り,なすの旬は夏から秋であり、地域によって育てられている種類もまったく異なる。 宮城県でなすの栽培がはじまったのは、伊達政宗公の時代、1590年ごろではないかといわれている。伊達家家臣の一人が博多から持ち帰ったなすが、長い年月をかけて東北の気候になじみ、独特のかたちになったと考えらている。それが「仙台長なす」で、漬物にしたり、炒め物にしたりと様々な料理に用いられている。 なすは、水分を多く含む野菜で、栄養価としては皮の部分に含まれるナスニンと呼ばれるポリフェノールの一種があげられる。アントシアン系の色素であるナスニンには強い抗酸化力があり、ガンや生活習慣病のもとになる活性酸素を抑える力が強いといわれている。また、コレステロールの吸収を抑える作用もあるという。 こうした栄養価の高いなすを、皮ごと調理したものが「なす炒り」である。油麩もしくは油揚げと一緒に醤油で炒めたシンプルな料理で、宮城では昔から常備菜としてつくられてきた。醤油を加えて炒めるだけでなく、砂糖やみりんを加えたり、味噌と一緒に炒めたり、くるみを加えたり…と、家庭によって調理方法は異なる。
112,宮城県,ばっけ味噌,江戸時代、「味噌を用いず木葉、草根を食えばその毒にあたる」という教えが広がり、木の葉や草の根を食べるときには味噌が用いられるようになった。次第に生味噌から一緒に練り込んだ練り味噌に発展していったと考えられている。それゆえ、季節ごとの食材を用いた練り味噌が今に伝えられている。 その季節の練り味噌の中で、宮城県でよく食されている味噌が「ばっけみそ」である。「ばっけ」とはふきのとうを指す宮城の方言。地面につぼみが出て花が咲くことから「お化け」が「ばっけ」になったという説がある。 このばっけは、春を告げ、冬の間の体毒を輩出するとしてよく好んで食される山菜である。花が咲いてしまうと苦味も強く不味くなるので、花が咲く前のやわらかい蕾を摘みとって用いる。 栄養価としては、カリウムを多く含み、塩分を排泄し、むくみを軽減させたり、血圧を下げる効果があるといわれている。また、苦味成分はアルカノイドとケンフェールで、これらは肝機能を強化し、新陳代謝を促進したり、活性酸素などの発ガン物質を抑制する効果があるといわれている。 天ぷらやおひたし、和え物などで調理されるほか、宮城では味噌と練る「ばっけみそ」がよくつくられる。
113,宮城県,へそ大根のにしめ,寒さが厳しい東北地方では、古くから寒風に野菜や魚をさらして保存食をつくる習慣があった。 へそ大根もそうした保存食の一つで、県南の丸森町でつくられている。標高300メートルを超える高地でつくられた美味しい大根の皮をむいて輪切りにし、ゆでてから真ん中に串やわらを通し、冬の寒さを利用して約一か月軒下に干す。夜に凍って昼間に融けることを繰り返すことで、飴色の「へそ大根」ができあがる。串に刺した後の穴が「まるでおへそに見える」ことから「へそ大根」もしくは「ばばべそ」と呼ばれている。十分に干したものは、翌年の夏まで保存することができ、季節の野菜と一緒に煮しめにするのが定番の調理法である。調理する際には軽く洗ってからぬるま湯につけて戻し、好みのかたさになったらさまざまな具材とともに煮しめにする。 天日干しされることでビタミンB群やカリウム、カルシウムなどのミネラル、食物繊維などの栄養価が高まることが知られており、生の大根より高い。
114,宮城県,ほっきめし,ホッキ貝（北寄貝）は、正式名をウバガイという大型の二枚貝で、その大きさと美味しさから「貝の王様」と呼ばれている。 ホッキ貝にはビタミンB12が豊富に含まれており、その含有量は魚介類の中ではトップクラスを誇る。ビタミンB12は赤血球中のヘモグロビン生成を助けるほか、脳から神経伝達を正常に保つ働きがある。また、タウリンも豊富で、コレステロールを減らす、心臓や肝臓の機能を高める、視力の回復、インスリン分泌促進、高血圧の予防などが期待されている。 旬は冬から春である。国内での生産量は北海道が最も多いが、山元町の磯浜漁港は、古くから県内一の水揚げを誇っている。山元町では漁協の資源管理によって捕獲できるサイズを9.5センチ以上と決めており、大ぶりなホッキ貝は高級寿司ネタとして珍重されるほか、旨みたっぷりの「ほっき飯」が郷土料理として食べられている。 「ほっき飯」は生のホッキ貝を醤油ベースのタレで煮て、その煮汁で炊き込んだご飯の上にのせたもの。ホッキ漁が盛んな山元町ならではの家庭料理の一つ。この家庭料理は次第にご当地グルメとして飲食店でメニューに載るようになっており、今では町を代表する郷土料理の一つとなっている。
115,秋田県,いぶりがっこ,秋田の代表的な燻製干しのたくあん漬け。今では県内全域で作られているが、かつては県内陸部の農家で作られていた郷土料理である。  冬の訪れの早い秋田、特に県内陸南部は、晩秋から冬にかけて日本海の湿気を帯びた西風が奥羽山脈に阻まれることで、降雨と降雪が多くなり、日照時間が短く気温も下がる。たくあん作りのための天日干し大根が十分乾燥しないまま氷点下になる雪深い環境のため、家の囲炉裏の上で大根を干していた。囲炉裏火の熱と煙で干すことにより、大根の保存性を高め、さらに米ぬかと塩などで漬け込んで水分を取り除くことで、冬を越して食べることができた。また、冬季の気温で発酵がゆっくり進み、大根に付いた燻製の香りと漬け材料が良い塩梅で融和し、独特のうま味と風味を醸し出す。この囲炉裏干しのたくあん漬けが「いぶりがっこ」の原型であり、その起源は室町時代ともいわれ、この地域のほぼ全戸で作られ、独特の風味とともに秋田の豪雪地の冬越しの食卓を支えた。〈いぶり〉とは〈いぶした〉という意味で、〈がっこ〉とは秋田で〈漬け物〉を意味する方言である。
116,秋田県,ハタハタ寿し,ハタハタは元来深海に住む魚で、海が荒れて雷鳴がとどろくような時に、産卵期の一時期のみ大群で近海に現れることから、雷光の古語である「霹靂神（はたはたがみ）」の名をとってこう呼ばれるようになった。別名カミナリウオともいう。ハタハタは民謡「秋田音頭」にも唄われ、「ハタハタなしでは正月を迎えられない」と言われるほど、県民生活に深く根づいている魚。昔は年間1万トンを超える漁獲量を誇っていたが、乱獲や日本海の水温の変化などが原因で漁獲量が減った現在では、高級魚として扱われている。米どころ秋田らしく、米飯と麹をふんだんに使って作られるハタハタ寿しは、ハタハタ料理の中でも秋田の食文化には欠かせない。地域によって作り方に少し違いがあり、ハタハタをすぐに塩漬けする方法は昔から伝わる作り方。水にしばらく漬けてぬめりと血を除いてから処理する方法は麹の甘みがほどよくのって臭みのないすっきりとした味のハタハタ寿しになる。その風土に合った作り方が今日まで受け継がれている。
117,秋田県,笹巻き,もち米を笹の葉で巻いて、イ草で結んで蒸し上げたもの。県内各地でつくられる伝統食で、全国的には「ちまき」と呼ばれ、竹の皮などで巻く地域もある。笹で巻いたものは、秋田のほか、新潟や山形、福島の会津地方でも見られる。クマザサは古くから民間薬として利用され、万病に効くとして重宝されてきた。笹の葉には抗菌性や防腐性があると言われ、昔から保存食や携帯食の包装に使われていた。もち米はうるち米に比べると収穫量も少なく高級品のため、昔からお祝いの席のごちそうとして用いられることが多かった。「笹巻き」は豊かな米どころならではの、少し贅沢なハレの食文化と言えよう。 秋田県ではかつては端午の節句やさなぶり（田植えを終えた祝い）の行事食だった。田植えがすべて女性たちの手によるものだった時代に、農家の娘たちは「さなぶり休み」として実家に里帰りする習わしがあり、嫁家からの手土産として笹巻きを持たせていた。
118,秋田県,だまこ鍋,鶏ガラベースの汁に鶏肉や野菜、すり鉢で突いたご飯を団子にしたものが入った、秋田の冬には欠かせない、家庭で作られている郷土料理。 八郎潟周辺の南秋地方が発祥の地といわれている。だまこ鍋は元々、八郎潟の幸であるワカサギ、フナやシラウオなどを焼いたものを入れて、味噌で味を付けた「つけご」という食べ方があったが、八郎潟が干拓されて漁獲量の激減により魚離れが進んだため、魚の代わりに鶏のガラと肉が使われるようになった。 秋田では、子どもの遊び道具「お手玉」を「だまこ」と言い、炊きたてのご飯をすり鉢に入れ、すりこぎでほどよくつぶして手のひらで丸めたものがだまことなる。いわば、ごはんの団子であり、お手玉の形に似ていることから「だまこ」の名が付いたとされている。また、だまこがあまりにもおいしくて子どもたちが夢中になって食べることから、「黙って食べる子」が「だまっこ」と呼ばれるようになったという説もある。
119,秋田県,納豆汁,納豆汁はていねいにすり潰した納豆を混ぜた味噌汁で、秋田県南地域に伝わる郷土料理。全国各地に納豆発祥の地があるが、現在の横手市もそのひとつである。同地が舞台となった後三年の役（1083～1087年）のころ、物資の供給に苦しむ源義家側に農民が兵糧としてわらで包んだ煮豆を届けた際、数日経った煮豆が変色し独特な香りで糸を引く豆に変化してしまい、試しに食してみたところおいしかったことから、農民たちが納豆として作るようになったといわれている。また、この言い伝えから横手市・金沢公園に記念碑が建てられた。 具のメインとなるきのこや山菜は、春や秋に採ったものを塩蔵しておき、納豆汁を作るときに塩抜きして使用する。手間がかかるため、冠婚葬祭などハレの日の料理として定着した。 味噌汁にすり潰した納豆が入ることで、独特のコクが生まれ、まろやかな味になる納豆汁は、県南地域の内陸部では老若男女問わず人気があり、多くの人がこれを食べることを冬の楽しみにしている。
120,秋田県,きりたんぽ鍋,きりたんぽ鍋は鶏ガラと調味料で作った汁に炊いたご飯をすり潰したものと野菜を入れた鍋料理。大館・鹿角地方が発祥の地で、炭焼きや伐採のために山籠りをした人々が、残り飯をつぶして棒に刺して焼いて食べていたものを鳥鍋に入れたことが始まりと伝えられる。 重要な具材であった比内鶏が、秋田県産種の鶏として国の天然記念物に認定され食べられなくなった時期があったが、当時の比内町の町長の声がけで「比内地鶏」が誕生し、再び家庭の味として復活した。比内地鶏は元来のキジや山鳩に肉の組織が似ていて脂がきめ細かく、「たんぽ」との相性は抜群である。 串に刺し焼いたご飯ががまの穂に似ており、短い穂の意味である「短穂」から「たんぽ」と呼ばれるようになったとされる。「きりたんぽ」とは、この「たんぽ」が鍋に入る長さに「切った」ものである。
121,秋田県,いものこ汁,いものこ汁とは、里芋を用いて作られる汁料理で、鍋料理としても食される。 岩手や秋田の郷土料理として知られており、また東北地方をはじめとする各地で食されている。 秋田県では里芋の親芋につく子芋や孫芋を「いものこ」と呼び、このいものこを主役に、鶏肉、きのこや山菜など秋の味覚をふんだんに入れた鍋を「いものこ汁」という。横手市山内地域で栽培されている里芋は、この地域特有の土壌と気候の下で作られ、柔らかな歯ごたえと独特の粘りが特徴。里芋栽培の歴史は古く、270年ほど前の享保年間に、宮城県仙台地方から種子を取り寄せ、「大芋」と称して栽培したのが始まりと伝えられる。 県南地方においては、県北のきりたんぽ鍋と対比される秋の代表的な郷土料理となっている。
122,秋田県,柿漬け,「柿漬け」とはたっぷりの大根と渋柿を塩と砂糖で漬けた漬け物。 発酵文化が根づいてきた秋田県では「いぶりがっこ」や「なた漬け」など様々な漬物が伝承されてきたが、柿漬けもそのひとつ。秋田県仙北市角館町の各家庭の庭で栽培している「雲然柿（くもしかりがき）」と呼ばれる渋柿を使用して作られる。雲然柿は渋抜きして食べることもできるが、大正時代の終わり頃より、県内ではひらたけ柿や横手柿が生食として流通・浸透していったため、雲然柿は干し柿や漬け物用に使用するようになっていったと伝えられる。昔は秋の稲作作業が終わると、この雲然柿を収穫して柿漬けを仕込むのが風習だった。 大根に劣らないくらいの大量の柿を入れて作るのがおいしさの秘訣。パリパリとした食感の大根に柿のうま味成分が染み込み、ほどよい塩加減と甘さが特徴で、今でも角館地域で愛されている漬け物である。
123,秋田県,なた漬け,「なた漬け」は大根をなたで切って甘酒に漬けた漬け物。 秋田三代名物がっこ（漬け物）には、いぶりがっこ、外干し、生漬けがある。生漬けには〈柿漬け〉と〈なた漬け〉があり、生大根を刃の厚い枝打ち用のなたでざっくりと乱切りにすることから「なた漬け」と呼ばれる。 秋田県は天然秋田杉をはじめ山林資源が豊富なため林業がさかんで、多くの家庭になたがあった。なたで切ることで切り口がザラザラとささくれ立つため、厚切りなのに大根の内部まで味がよくしみ込む。また、ザクザクとした歯ざわりの良さはそのままに麹の自然な甘みが特徴である。 毎日の食事、弁当、酒の肴に何はなくともまず「がっこ」、がっこで茶を飲む「がっこ茶っこ」という言葉があるほど、秋田の人々には欠かせない「がっこ」のひとつ。
124,秋田県,てんこ小豆の赤飯,秋田の赤飯。日本の赤飯文化には地域性や食文化の特徴があり、おめでたい日やお祝い事には欠かせない料理。赤飯の由来は、赤に近い色だった米の原種である古代米（赤米）を神にお供えした名残や、赤が邪気を払うためとも言われている。江戸時代前までは、古代米を食するのが一般的だったが、技術の発展による品種改良で、現在の米に変わってきた。しかし、赤い色のご飯を神様にお供えして食べる風習は根強く残っていたため、江戸時代中期の頃、白い米を小豆で色づけしたものが赤飯として広まった。 秋田には「てんこ小豆（黒ささげ）」と呼ばれて親しまれている小豆があり、赤飯にはこれが使われる。また、一般的な赤飯と違って砂糖が入るのも特徴。てんこ小豆は一般的な小豆より色がよく出ることや、おめでたい赤飯に胴割れした小豆が入るのは縁起が悪いと嫌って、皮がしっかりとしていて割れにくい黒ささげを使った。てんこ小豆で炊いた少し紫がかったお赤飯の色は、秋田ならでは。盆正月、冠婚葬祭には必ず赤飯が作られ、また、天寿を全うした方の大往生を祝う不祝儀の際は「黒飯」と呼んで食べる風習がある。
125,秋田県,卵寒天,「卵寒天」は寒天液に、溶き卵と砂糖を混ぜてかためた料理。 寒天の原料は海藻の天草。これを溶かしてろ過し、凝固させたものを屋外に干す。厳寒の夜半の凍結と日中の陽光の乾燥を繰り返し、自然乾燥させたものが棒寒天である。寒天は、ゼラチンやアガーよりも弾力があってしっかりかたまるのが特徴。乾物として長期保存がきくため、冬が長い秋田では保存食として重宝されてきた。 秋田では県南地方を中心に、人の集まりなどで必ず出され、昔からお茶菓子として親しまれてきたと伝えられている。冠婚葬祭で「取り回し」と称して手作り料理が振る舞われるが、寒天は人数に合わせて切り分けることができ、また折詰めにして持ち帰れる便利さもあることから「取り回し」の料理として出される。 寒天料理の中で特に有名なのがこの「卵寒天」だが、調理法はさまざまで、溶き卵をかためるもの、溶きたま汁をかためるもの、そして茹で卵を崩してかためるものがある。卵を使った寒天料理でもうひとつ欠かせないのが、砂糖と寒天を溶かした液に牛乳と卵を混ぜてかためた「雷寒天」である。秋田県南部に伝わるレシピで、昔はこれを上手に作ると“良い嫁”と言われていた。
